name,cum_prop100k
Kayser,66743.01
Ney,66745.52
Barthel,66741.75
Lennox,66744.26
Trautman,66751.8
Purser,66750.55
Pitzer,66749.29
Mattos,66748.03
Liss,66746.78
Clack,66754.32
Sias,66755.57
Bobb,66753.06
Stoller,66756.83
Robillard,66758.09
Almodovar,66759.34
Cribb,66760.6
Ebel,66763.11
Oyler,66766.87
Dail,66761.85
Ericksen,66764.36
Geis,66765.62
Everitt,66769.38
Cropper,66768.13
Meisner,66770.64
Skeens,66773.15
Frith,66771.89
Privett,66775.65
Braddy,66774.4
Bolick,66778.16
Severance,66780.67
Jeffreys,66779.41
Bethune,66776.91
Delcid,66785.68
Buzzard,66784.42
Broadbent,66783.17
Bono,66781.92
Addis,66786.93
Johannes,66788.18
Tims,66791.94
Castorena,66789.43
Simonsen,66790.68
Glidewell,66793.19
Mui,66794.44
Ogilvie,66795.69
Soukup,66796.94
Sunday,66799.44
Redwine,66798.19
Borton,66800.69
Schuyler,66803.19
Rudisill,66801.94
Beckford,66804.44
Pascua,66809.44
Garton,66806.94
Gilkey,66808.19
Applewhite,66805.69
Halterman,66811.94
Alsup,66810.69
Delreal,66813.19
Hubble,66814.43
Quijada,66816.93
Kropp,66815.68
Dunkle,66818.18
Lemire,66819.42
Lamontagne,66823.16
Dunkin,66821.92
Paulin,66824.41
Attaway,66820.67
Baugher,66825.66
Hornbeck,66826.9
Niehaus,66828.15
Nice,66831.89
Trimmer,66833.13
Canaday,66829.39
Maney,66830.64
Trexler,66835.62
Schmucker,66834.38
Edinger,66836.87
Massengill,66838.11
Rowlett,66839.36
Caviness,66840.6
Kam,66841.85
Chesnut,66843.09
Giardina,66844.34
Spaeth,66845.58
Gebhart,66848.07
Morano,66850.56
Salguero,66853.05
Buckland,66846.83
Reina,66851.8
Jumper,66849.31
Navas,66854.29
Thrift,66856.78
Spradley,66855.53
Bitner,66859.26
Ayer,66858.02
Harber,66860.51
Landaverde,66861.75
McMillion,66862.99
Naugle,66865.48
Dole,66864.23
Seagraves,66866.72
Smithers,66867.96
Frechette,66871.68
Weeden,66874.17
Caston,66869.2
Cavallaro,66870.44
Laureano,66872.93
Mandell,66877.89
Lowrance,66876.65
Baty,66875.41
Ronan,66879.13
Gigliotti,66881.61
Rossiter,66885.33
Mines,66884.09
Alatorre,66880.37
Markowski,66882.85
Berge,66886.57
Hatter,66887.81
Weakley,66889.05
Borrero,66890.29
Glazier,66891.53
Lavergne,66892.76
Sines,66898.96
Ingham,66894
Meltzer,66895.24
Rabinowitz,66896.48
Siciliano,66897.72
Canas,66900.19
Perna,66901.43
Struck,66903.91
Dare,66902.67
Nay,66905.14
Severino,66906.38
Mathewson,66908.86
Bouldin,66907.62
Topete,66910.09
Brunette,66911.33
Sin,66912.56
Hendren,66917.51
Brickey,66915.04
Ferrier,66916.27
Alessi,66913.8
Scheel,66918.74
Storer,66919.98
Matherne,66923.68
Mecham,66924.92
Spiker,66926.15
Hibbert,66921.21
Klingensmith,66922.45
Lefever,66929.86
Banning,66928.62
Bankhead,66927.39
Roan,66931.09
Brack,66932.33
Pascoe,66934.8
Davie,66933.56
Scheid,66936.03
Jim,66937.26
Tweedy,66940.96
Strahan,66939.73
Revis,66938.5
Fermin,66942.19
Obrian,66944.66
Motes,66943.43
Lobo,66945.89
Palmisano,66947.13
Faught,66949.59
Byington,66948.36
Garren,66950.82
Hungerford,66952.05
Vanzandt,66953.29
Gust,66954.52
Heater,66955.75
Klingler,66958.21
Delay,66956.98
Wear,66963.14
Hendley,66960.68
Threatt,66961.91
Gaughan,66959.44
Kunze,66964.37
Hessler,66965.6
Lindell,66966.83
Monteleone,66968.06
Palazzolo,66969.29
Shear,66972.98
Phares,66971.75
Cavalier,66970.52
Benning,66974.21
Urbanski,66975.44
Darrah,66976.67
Wager,66980.36
Mohn,66977.9
Vereen,66979.13
Beiler,66981.58
Hedlund,66982.81
Quade,66984.04
Wieczorek,66985.27
Cicero,66986.5
Hoekstra,66988.95
Scalf,66990.18
Ducote,66987.73
Havard,66991.41
Espiritu,66993.86
Beacham,66992.64
Bolger,66995.09
Schuller,66998.77
Sill,66999.99
Dice,66996.32
Lemmons,66997.54
Orlowski,67001.22
Lundeen,67003.67
Steck,67007.35
Stanfill,67006.12
Rakes,67004.9
Laine,67002.45
Haviland,67009.8
Durrett,67008.57
Naumann,67011.02
Donahoe,67013.47
Reif,67015.92
Franck,67014.7
Amoroso,67012.25
Belknap,67017.15
Tolle,67019.59
Perrotta,67018.37
Heyer,67022.04
Dougan,67020.82
Frakes,67023.26
Leath,67024.49
Poteat,67025.71
Violette,67029.38
Marine,67028.16
Zellner,67030.6
Granillo,67026.93
Fontanez,67033.05
Didonato,67031.82
Bradberry,67034.27
Morman,67035.49
Mentzer,67036.71
Lamoureux,67037.93
Sabatino,67040.38
Catania,67039.16
Wenner,67041.6
Pastrana,67046.48
Shenk,67047.7
Losey,67045.26
Hepburn,67044.04
Antonucci,67042.82
Egger,67048.92
Higbee,67050.14
Adames,67051.36
Reep,67052.57
Cavallo,67053.79
Bridwell,67055.01
Villalba,67059.88
Poor,67058.66
Peet,67057.45
Everette,67056.23
Arney,67061.1
Towery,67064.75
Sharon,67063.53
Trainer,67065.97
Marrow,67062.32
Cumming,67067.18
Rimmer,67068.4
Stanger,67074.48
Pinter,67073.27
Felt,67069.62
Parrett,67072.05
Garrard,67070.83
Benedetto,67075.7
Lingenfelter,67076.91
Resch,67079.34
Billy,67078.13
Mikesell,67081.77
Osterman,67082.99
Trueblood,67085.42
Redfern,67084.2
Calderone,67080.56
Placencia,67086.63
Wamsley,67089.06
Warr,67090.28
Varnado,67087.85
Harshbarger,67091.49
Topping,67092.71
Feltner,67095.13
Decosta,67093.92
Tart,67096.35
Blumberg,67097.56
Shaikh,67099.99
Culley,67098.78
Bork,67101.2
Thibeault,67102.41
Stolz,67103.63
Ramsdell,67104.84
Tedford,67106.05
Noto,67108.47
Poulson,67109.69
Daves,67107.26
Altieri,67110.9
Mendosa,67115.74
Kisner,67114.53
Grafton,67112.11
Remy,67116.96
Hartline,67113.32
Cripe,67119.38
Sher,67123.01
Mulvaney,67121.8
Ansari,67118.17
Hartfield,67120.59
Whitton,67125.43
Wathen,67124.22
Eisele,67126.64
Hinojos,67127.85
Backer,67129.06
Speaks,67131.48
Schuetz,67130.27
Novoa,67135.11
Marcos,67132.69
Mask,67133.9
Oboyle,67136.32
Kircher,67137.53
Stang,67138.74
Sibert,67141.16
Scala,67139.95
Zacarias,67145.99
Hendon,67143.57
Halvorsen,67142.37
Montalbano,67144.78
Zermeno,67147.2
Vancamp,67152.03
Grams,67149.62
Hornberger,67150.82
Binion,67148.41
Dewald,67153.24
Rives,67154.45
Sankey,67155.65
Kleinman,67156.86
Falconer,67158.07
Rumph,67159.28
Matus,67162.9
Swett,67166.52
Spinner,67165.31
Depasquale,67160.48
Gamino,67161.69
Olmsted,67164.1
Absher,67167.72
Culler,67168.93
Fryman,67170.13
Lampert,67172.55
Carlyle,67171.34
Terranova,67176.16
Dunagan,67174.96
Chouinard,67173.75
Wesolowski,67177.37
Hetherington,67178.57
Scalise,67179.78
Pendergast,67183.39
Marcano,67182.18
Joubert,67180.98
Scheller,67184.59
Whisenhunt,67187
Lenoir,67185.8
Mahar,67188.2
Vanlandingham,67190.61
Pecoraro,67189.41
You,67191.81
Natividad,67195.42
Daum,67193.02
Penick,67196.62
Eddington,67194.22
Deleo,67197.83
Soltis,67200.23
Santucci,67199.03
Costanza,67201.43
Hiner,67203.84
Farlow,67202.63
Hartsock,67207.44
Duprey,67205.04
Fann,67206.24
Safford,67208.64
Murtha,67209.84
Fessler,67213.44
Chien,67211.04
Paynter,67214.64
Devera,67212.24
Hoelscher,67217.05
Boltz,67215.84
Deacon,67218.25
Loo,67219.45
Enoch,67221.84
Dilorenzo,67220.64
Saville,67224.24
Mirza,67223.04
Takacs,67225.44
Drexler,67226.64
Lakin,67227.84
Geraghty,67230.23
Widmer,67232.63
Esteves,67229.03
Llanes,67231.43
Cerny,67233.82
Quist,67236.22
Hargraves,67235.02
Toma,67241.01
Tarter,67239.81
Chapple,67238.61
Alderete,67237.42
Michelson,67244.6
Clymer,67243.4
Batey,67242.2
Sealey,67245.79
Loughlin,67249.38
Preece,67250.58
Zurita,67251.78
Courville,67246.99
Desousa,67248.19
Shamblin,67254.17
Tingley,67255.36
Noles,67252.97
Misner,67256.56
Standifer,67257.75
Dinardo,67258.95
Dillow,67260.14
Bullis,67261.34
Carballo,67262.53
Everly,67263.73
Mulvihill,67266.11
Tincher,67267.31
Carle,67264.92
Lundin,67269.7
Birdsall,67268.5
Bainbridge,67270.89
Suttle,67272.08
Wightman,67273.27
Mower,67276.85
Mountain,67275.66
Bickham,67274.47
Durante,67278.04
Viveros,67281.61
Swinford,67280.42
McGruder,67279.23
Tapley,67285.19
Grable,67282.81
Gwynn,67284
Wiebe,67286.38
Stagg,67288.76
Dash,67287.57
Heitman,67291.14
Cluff,67289.95
Huertas,67293.52
Fortuna,67292.33
Lines,67294.71
Sly,67295.9
Halford,67297.09
Helsel,67298.27
Bicknell,67299.46
Blakeman,67300.65
Colangelo,67301.84
Olney,67303.03
Quinton,67304.22
Rothrock,67305.4
Renz,67308.97
Hone,67306.59
Prejean,67307.78
Oshiro,67313.71
Serio,67314.9
Latour,67311.34
Newbold,67312.53
Fitzhugh,67310.15
Songer,67316.09
Cardin,67317.27
Geter,67318.46
Barbera,67320.83
Abbas,67319.65
Caesar,67323.2
Blakeslee,67322.02
Camper,67324.39
McClurg,67329.13
Driskill,67327.94
Cancel,67325.57
Donelson,67326.76
Borrelli,67330.31
Donoghue,67331.5
Shoaf,67332.68
Tinajero,67333.87
Arzate,67335.05
Keesee,67336.23
Pasley,67337.42
Strode,67338.6
Morello,67343.33
Trantham,67344.52
Ackerson,67339.78
Jowers,67342.15
Brockington,67340.97
Barcia,67345.7
Lipp,67348.06
Dinger,67346.88
Ridings,67349.24
Canavan,67350.43
Rank,67352.79
Hagans,67351.61
Lampley,67355.15
Beckmann,67353.97
Bjork,67356.33
Raygoza,67357.51
Schirmer,67358.7
Longmire,67359.88
Schiavone,67361.06
Breuer,67362.24
Lore,67363.42
Stenson,67364.6
Koziol,67369.32
Channell,67366.96
Cale,67365.78
Trader,67370.5
Culberson,67368.14
Mundt,67371.68
Sickles,67374.03
Nemec,67372.86
Holl,67375.21
Stribling,67376.39
Berens,67377.57
Nauman,67381.1
Lehner,67379.92
Deem,67378.75
Castelli,67383.46
Billman,67382.28
Orndorff,67386.99
Gumm,67385.81
Davy,67384.63
Pelham,67388.17
Spotts,67389.34
Jurgens,67390.52
Sword,67391.7
Adorno,67392.87
Gorrell,67395.22
Boughton,67394.05
Bobadilla,67396.4
Mauer,67397.57
Moline,67398.75
Guay,67399.92
Holsinger,67403.44
Baranowski,67401.09
Gutierres,67402.27
Beveridge,67404.62
Marable,67405.79
Berkey,67406.96
Lamothe,67408.14
Spitler,67409.31
Carbaugh,67410.48
Hoopes,67411.66
Wilken,67414
Milford,67412.83
Bingaman,67415.17
Crippen,67416.35
Shock,67418.69
Yarnell,67419.86
Oman,67417.52
Wethington,67422.21
Kost,67421.03
Gaudette,67426.89
Spielman,67428.06
Foran,67425.72
Starke,67429.23
Eugene,67424.55
Birnbaum,67423.38
Navarrette,67435.09
Hussein,67433.92
Ranson,67436.26
Hedgepeth,67431.58
Doctor,67430.41
Higuera,67432.75
Brough,67437.43
Cookson,67438.6
Provencher,67442.11
Mendonca,67440.94
Gowen,67439.77
Summer,67444.45
Rutz,67443.28
Reader,67445.62
Doud,67446.79
Raven,67447.96
Toribio,67452.64
Peachey,67451.47
Gunning,67450.3
Bittle,67449.13
Vale,67453.81
Harnish,67457.31
Marano,67458.48
Aker,67454.98
Damore,67456.14
Utz,67463.15
Throckmorton,67461.99
Bulger,67459.65
Vanzant,67464.32
Pasillas,67460.82
Holmgren,67466.66
Corpus,67465.49
Longley,67467.82
Wetmore,67472.49
Carstens,67468.99
Line,67470.16
Percival,67471.32
Ayotte,67473.66
Batres,67474.82
Pipes,67475.99
Ludwick,67478.32
Alpert,67477.16
Pick,67479.49
Carlock,67480.65
Edmundson,67481.82
Feinstein,67482.98
Krouse,67485.31
Dahlgren,67484.15
Sasaki,67486.48
Lieb,67487.64
Londono,67488.8
Oloughlin,67489.97
Wardlaw,67491.13
Lineberry,67493.46
Castello,67492.3
Milstead,67494.63
Parmenter,67496.95
Riffe,67498.12
Pare,67495.79
Sitton,67499.28
Tarin,67503.93
Delcastillo,67501.61
Manor,67502.77
Calabro,67500.44
Elkin,67509.75
Grill,67510.91
Boaz,67505.1
Coco,67508.58
Chamblee,67507.42
Celestine,67506.26
Nick,67512.07
Stork,67515.56
Meekins,67513.23
Moise,67514.4
Devers,67516.72
Jun,67517.88
Kegley,67520.21
Brick,67519.04
Lobato,67523.69
Biggerstaff,67521.37
Kersten,67522.53
Jayne,67524.85
Nasser,67526.01
Southall,67527.17
Kempton,67529.49
Eaddy,67528.33
Paladino,67530.65
Berardi,67531.81
Pizzo,67532.97
Pulver,67537.61
Ohalloran,67536.45
Fromm,67535.29
Cranston,67534.13
Rowden,67538.77
Capobianco,67539.93
Kahle,67543.41
Thiessen,67546.88
Malott,67544.56
Houseman,67542.25
Maul,67545.72
Gallion,67541.09
Tressler,67550.36
Pauly,67548.04
Pellerin,67549.2
Sainz,67554.99
Firth,67552.68
Cryer,67551.52
Jeanlouis,67553.83
Mong,67558.46
Trawick,67560.78
Chronister,67556.15
Hayashi,67557.31
Posner,67559.62
Cueva,67561.94
Sherwin,67563.09
Lacasse,67565.41
Gorden,67564.25
Bohl,67566.57
Twigg,67570.03
Coan,67567.72
Hocker,67568.88
Goodale,67571.19
Urbano,67574.66
Loeb,67572.35
Perrault,67573.5
Frawley,67576.97
Carcamo,67575.82
Richburg,67578.13
Moffat,67580.44
Hennings,67579.28
Weyer,67581.59
Myatt,67582.75
Ullman,67585.06
Tunnell,67583.9
Hern,67586.21
Lopresti,67587.37
Sonnenberg,67590.83
Knisley,67589.67
Twomey,67593.14
Jaggers,67588.52
Tanksley,67591.98
Rachal,67595.44
Poppe,67594.29
Vos,67605.82
Kania,67596.6
Speakman,67604.67
Peirce,67601.21
Pound,67602.36
Romer,67603.52
Patty,67600.06
Millsaps,67598.9
Kyser,67597.75
Telford,67606.98
Hegarty,67608.13
Kellett,67609.28
Michaelis,67610.43
Halligan,67611.58
Maughan,67613.89
Herb,67612.74
Rainer,67615.04
Robichaud,67616.19
Fiscus,67618.49
Sickler,67620.8
Blom,67617.34
Lavine,67619.65
Medel,67621.95
Bolyard,67623.1
Secor,67628.85
Creekmore,67624.25
Magruder,67627.7
Haskin,67625.4
Laliberte,67626.55
Drago,67632.3
Bernabe,67630
Leader,67633.45
Cavin,67631.15
Lukens,67634.6
Vassallo,67635.75
Pletcher,67636.9
Fuson,67639.2
Hasson,67640.35
Huckabee,67641.5
Edington,67638.05
Eichler,67642.65
Hering,67643.8
Vong,67644.95
Mardis,67646.1
Gu,67647.25
Segarra,67654.13
Bilyeu,67648.39
Runion,67652.99
Fragoso,67650.69
Gama,67651.84
Dunton,67649.54
Frady,67656.43
Lewellen,67657.58
Crumpler,67655.28
Jeske,67659.87
Furlow,67658.73
Delapena,67661.02
Kale,67663.31
Massengale,67664.46
Hamlet,67662.17
Galli,67665.61
Esteban,67666.75
Greeson,67667.9
Shue,67669.04
Pollak,67672.48
Pinney,67671.34
Ruffner,67673.63
Maitland,67670.19
Steven,67674.77
Hockett,67677.06
Fraire,67675.92
Mulhern,67681.64
Elbert,67678.21
Hoggard,67679.35
Labarge,67680.5
Silcox,67682.79
Saez,67683.93
Sluder,67689.65
Stamp,67690.79
Darlington,67685.07
McCarroll,67686.22
Pillow,67688.51
Palazzo,67687.36
Blaha,67691.94
Demaria,67693.08
Swanger,67694.22
Winningham,67695.37
Lippincott,67696.51
Dake,67697.65
Goldsberry,67698.8
Seidl,67701.08
Woolfolk,67702.22
Murawski,67699.94
Hobart,67703.36
Kimber,67704.51
Nilsson,67705.65
Stough,67706.79
Almendarez,67707.93
Nevels,67709.07
Fasano,67711.35
Salmons,67714.77
Denmark,67710.21
Lathan,67712.49
Mosely,67713.63
Stengel,67715.91
Mendieta,67719.33
Felice,67718.19
Drown,67717.05
Vidrine,67723.89
Callihan,67720.47
Polston,67722.75
Howze,67721.61
Eakins,67725.03
Leek,67727.31
Featherstone,67726.17
Lajoie,67730.73
Athey,67729.59
Asuncion,67728.45
Ashbaugh,67731.87
Orman,67734.15
Morrissette,67733.01
Peart,67735.29
Hamner,67736.42
Zell,67740.98
Dry,67738.7
Dieter,67737.56
Terrones,67739.84
Campuzano,67744.39
Reveles,67745.53
Bakker,67742.11
Banister,67743.25
Arceo,67746.66
Dhillon,67747.8
Normand,67751.21
Shavers,67753.49
Ginsburg,67748.94
Go,67750.08
Rubinstein,67752.35
Arens,67754.62
Clutter,67756.9
Jaques,67759.17
Traxler,67760.31
Hackler,67758.04
Cisco,67755.76
Starrett,67764.86
Ceron,67761.45
Gillenwater,67762.58
Ottinger,67763.72
Caster,67767.13
Blakemore,67765.99
Thorsen,67768.26
Molinar,67772.81
Baur,67769.4
Hower,67771.67
Haldeman,67770.54
Oliveri,67775.08
McAlpin,67773.94
Standish,67777.35
Bengtson,67776.21
Strack,67783.02
Cordoba,67780.75
Blackstock,67779.62
Barna,67778.48
Schantz,67781.89
Hawkinson,67785.29
Breese,67784.16
Saba,67786.43
Camden,67787.56
Gwaltney,67788.69
Corliss,67789.83
Smit,67794.36
Cruise,67790.96
McNeese,67793.23
Duggins,67792.09
Laub,67796.63
Burman,67795.49
Kenworthy,67797.76
Spohn,67802.29
Santini,67800.03
Nuttall,67798.89
Willison,67804.56
Stjean,67803.42
Shabazz,67801.16
Manes,67807.95
Gerry,67805.69
McLamb,67809.09
Koepke,67806.82
Reeser,67811.35
Ogburn,67810.22
Wegener,67817.01
Risinger,67815.88
Carrero,67813.61
Livermore,67814.75
Brewton,67812.48
Harsh,67818.14
Utterback,67820.4
Lecompte,67819.27
Schnabel,67826.06
Ting,67828.32
Honea,67824.93
Stryker,67827.19
Foshee,67822.66
Baptista,67821.53
Gravely,67823.8
Courson,67829.45
Goyette,67830.58
Leitch,67832.84
Tasker,67835.1
Laurence,67831.71
Reneau,67833.97
Voight,67838.49
Tilson,67837.36
Range,67836.23
Hallam,67841.88
Dufrene,67840.75
Boice,67839.62
Shrewsbury,67844.14
Sturges,67846.39
Lenard,67843.01
Sistrunk,67845.26
Weitz,67847.52
Carnevale,67849.78
Hepner,67850.91
Wehner,67853.17
Callen,67848.65
Oshaughnessy,67852.04
Wingert,67855.42
Mouser,67854.3
Palmore,67856.55
Rugg,67859.93
Elia,67858.81
Alcazar,67857.68
Avitia,67861.06
Penton,67862.19
Brisco,67863.32
Ambrosio,67864.44
Wardlow,67865.57
Leaf,67868.95
Rowles,67870.07
Buggs,67866.7
Dittmer,67867.82
Schweizer,67871.2
Puleo,67872.33
Vaden,67875.7
Haughton,67874.58
Cardinale,67873.45
Seguin,67879.07
Ruddy,67877.95
Minard,67876.83
Stalker,67880.2
Bennington,67881.32
Hilt,67883.57
Works,67884.7
Broadus,67882.45
Engels,67886.94
Haddix,67888.06
Buster,67885.82
Recker,67890.31
Bopp,67889.19
Wilton,67891.43
Costantino,67893.68
Boots,67892.56
Falkner,67894.8
Tennison,67897.05
McGary,67895.92
Holz,67898.17
Lofgren,67899.29
Putney,67900.41
Christner,67901.53
Fruge,67902.66
Vassar,67903.78
Vankirk,67907.14
Spoon,67906.02
Pearlman,67904.9
Guertin,67908.26
Meece,67909.38
Sartain,67911.63
Petterson,67910.5
Primm,67913.87
Cardillo,67912.75
Dryer,67914.99
Hartshorn,67918.34
Dane,67917.22
Chaisson,67916.1
Espitia,67921.7
Creager,67919.46
Disalvo,67920.58
Janik,67922.82
Parente,67923.94
Paiva,67926.17
Slaven,67927.29
Tague,67928.41
Kujawa,67925.05
Gruver,67931.76
Foor,67929.53
Frampton,67930.64
Prokop,67932.88
Mettler,67936.23
Collis,67933.99
Lamkin,67935.11
Shuey,67939.58
Tepper,67940.69
Colyer,67937.34
Masi,67938.46
Trumble,67944.04
Guice,67941.81
Hurwitz,67942.93
Windle,67946.27
McCully,67945.16
Cutting,67947.39
Stotler,67950.74
Grullon,67948.5
Wagstaff,67951.85
Morfin,67949.62
Dehaan,67952.96
Noon,67954.08
Flesher,67955.19
Ferri,67959.65
Covell,67958.54
Coll,67957.42
Lucy,67960.76
Albaugh,67956.31
Testerman,67962.99
Gordillo,67961.88
Jepson,67969.67
Brinkerhoff,67964.1
Calle,67966.33
Crowl,67968.56
McElwain,67970.78
Chumley,67967.44
Brockett,67965.22
Thoms,67977.46
Revell,67974.12
Garzon,67971.9
Polak,67973.01
Rothenberg,67975.23
Socha,67976.35
Vallejos,67983.02
Felty,67978.57
Peguero,67979.69
Ping,67980.8
Tso,67981.91
Charleston,67984.13
Fedor,67985.25
Haider,67986.36
Abe,67987.47
Enlow,67988.58
Fifer,67989.69
Bumpus,67990.8
Keele,67991.91
McDavid,67993.02
Panek,67994.14
Scholten,67996.36
Dyess,67995.25
Heatherly,68000.8
Donohoe,67998.58
Hoban,68001.9
Griffey,67999.69
Corry,67997.47
McClean,68003.01
Plyler,68007.45
Feathers,68005.23
Adkison,68004.12
Killeen,68006.34
Hoeft,68009.67
Myhre,68011.89
Fiorentino,68008.56
McBeth,68010.78
Erazo,68013
Madson,68015.22
Fulbright,68014.11
Wilds,68016.32
Petrucci,68020.76
McGaughey,68017.43
Monteith,68018.54
Murguia,68019.65
Hausman,68021.87
Zukowski,68027.4
Shute,68026.3
Brisson,68022.97
Lain,68024.08
Runkle,68025.19
Hickok,68030.73
Caffrey,68028.51
Million,68031.83
Elson,68029.62
Peay,68032.94
Haga,68034.05
Ancheta,68035.15
Cordle,68038.47
Blas,68036.26
Carmen,68037.37
Pettiford,68039.58
Dimartino,68041.79
Spahr,68044
Mozingo,68042.9
Backman,68040.69
Stgeorge,68046.22
Konrad,68045.11
Buhler,68047.32
McElrath,68048.43
Oliveros,68049.53
Edelstein,68050.64
Cadet,68051.74
Gilmartin,68052.84
Munday,68053.95
Roane,68055.05
Desalvo,68056.15
Lepe,68057.26
Symons,68060.57
Shearin,68059.46
Linkous,68058.36
Cheshire,68061.67
Klemm,68066.08
Beagle,68062.77
Pooler,68067.18
Dewalt,68063.88
Esch,68064.98
Finnell,68068.28
Sinnott,68070.49
Kepler,68069.39
Toups,68071.59
Riccardi,68073.79
Caylor,68072.69
Tillis,68074.89
Messmer,68077.1
Rothschild,68078.2
Boutte,68075.99
Zumwalt,68083.7
Bohrer,68079.3
Elgin,68080.4
Kinley,68081.5
Schechter,68082.6
Gowan,68085.9
Pyne,68088.1
Cousin,68084.8
Hunsinger,68087
Fishel,68090.3
Edenfield,68089.2
Nadler,68091.4
Warman,68094.7
Bruhn,68092.5
Swint,68093.6
Lizotte,68095.8
Nardone,68096.9
Troxel,68098
Grindle,68099.09
Labrie,68100.19
Tao,68101.29
Olea,68102.39
Schermerhorn,68103.49
Stier,68104.59
Hettinger,68107.88
Farthing,68106.78
Roux,68110.08
Max,68108.98
Amburgey,68105.69
Auerbach,68111.17
Janzen,68113.37
Ortez,68114.47
Alejandre,68112.27
Peiffer,68117.76
Molinaro,68116.66
Burleigh,68115.56
Benites,68118.85
Ringler,68125.43
Hou,68122.14
Haffner,68121.05
Nace,68124.34
Crosson,68119.95
Karcher,68123.24
Neufeld,68127.63
Bayles,68126.53
Riemer,68128.72
Amezquita,68129.82
Cadwell,68130.91
Petrosky,68132.01
Swallow,68136.39
Minnis,68134.2
Krupp,68133.1
Nardi,68135.29
Orsini,68138.58
Diez,68137.48
Updike,68139.67
Gasser,68140.77
Rogerson,68141.86
Speicher,68142.96
Dubay,68144.05
Hollaway,68145.14
Teets,68149.52
Keown,68148.42
Center,68147.33
Blanding,68146.24
Whisler,68152.8
Spurlin,68151.7
Collin,68150.61
Greenawalt,68153.89
Tomes,68156.08
Leister,68154.98
Chatfield,68157.17
Helwig,68159.35
Reimers,68160.44
Andress,68158.26
Norcross,68164.81
Melnick,68163.72
Yearwood,68165.9
Defazio,68161.54
Kubik,68162.63
Bhatia,68168.09
Uddin,68170.27
Belmont,68166.99
Haden,68169.18
Bench,68171.36
Chilson,68173.54
Pegg,68175.72
Cane,68172.45
Goehring,68174.63
Lino,68176.81
Tyus,68177.9
Furey,68180.08
Castleman,68178.99
Heywood,68181.17
Leedy,68183.35
Holleman,68182.26
Villeda,68184.44
McVeigh,68185.52
Carreiro,68187.7
Hocking,68188.79
Azar,68186.61
Blough,68189.87
Lieu,68192.05
Marcial,68193.13
Coblentz,68190.96
Hossain,68194.22
Weisberg,68196.39
Gardea,68195.31
Hoyos,68197.48
Lipsey,68198.57
Reger,68204
Clouser,68200.74
Bewley,68199.65
Magness,68202.91
Goines,68201.82
Thome,68205.08
Odea,68207.25
Mannion,68206.17
Dansby,68208.34
Dipasquale,68209.42
Constable,68210.51
Truelove,68211.59
Hubler,68212.67
Ulibarri,68213.76
Wymer,68215.92
Cron,68214.84
Hugo,68218.09
Hilderbrand,68217.01
Milazzo,68219.17
Vasques,68224.59
Sproul,68223.5
Shuford,68222.42
Chavers,68220.26
Kral,68221.34
Vecchio,68225.67
Mehl,68227.83
Rymer,68228.91
Henriksen,68226.75
Taulbee,68230
Hagy,68232.16
Ammerman,68231.08
Kagan,68233.24
Galdamez,68234.32
Krick,68235.4
Owsley,68237.57
Mullikin,68236.49
Beery,68238.65
Eccles,68239.73
Kleinschmidt,68240.81
Kloss,68241.89
Oldenburg,68244.05
Ospina,68245.13
Harbert,68242.97
Andujar,68246.21
Florian,68249.45
Antone,68247.29
McMillon,68250.53
Ceniceros,68248.37
Rippy,68251.61
Adkisson,68252.69
Stange,68255.93
Balmer,68253.77
Mazurek,68254.85
Dahlke,68257
Girouard,68258.08
Nickelson,68259.16
Perera,68260.24
Tullos,68262.4
Cioffi,68261.32
Bogdan,68263.47
Olivieri,68264.55
Petree,68265.63
Speights,68266.71
Jantz,68268.86
Collings,68267.78
Zellers,68272.09
Yarber,68271.02
Lafollette,68269.94
Rink,68274.25
Currin,68273.17
Chua,68275.32
Hartle,68276.4
Larocque,68277.48
Cuthbertson,68278.55
Ehrhardt,68279.63
Mara,68280.7
Rieck,68281.78
Lumley,68285
Anderton,68282.85
Hennigan,68283.93
Fabrizio,68286.08
Hutter,68287.15
Bruning,68288.23
Korman,68289.3
Haring,68290.38
Monette,68293.6
Woodyard,68294.67
Goggins,68292.53
Balzer,68291.45
Philbrick,68298.97
Bruder,68296.82
Hansford,68297.89
Averett,68295.75
Teske,68300.04
Mauck,68304.33
Billiot,68301.11
Collie,68303.26
Caffey,68302.19
Manos,68309.7
Buchan,68307.55
Birk,68306.48
Abdallah,68305.41
Featherston,68308.63
Koh,68312.92
Valera,68313.99
Deyo,68311.84
Buono,68310.77
Aubin,68315.06
Doody,68316.13
Pigott,68318.28
Peloquin,68317.2
Maniscalco,68324.7
Eisenhauer,68321.49
Biller,68319.35
Farwell,68322.56
Hartzog,68323.63
Brazier,68320.42
Talton,68326.85
McDougald,68325.77
Midgett,68327.92
Strout,68330.06
Spiers,68328.99
Eiland,68331.13
Garth,68332.2
Sequeira,68333.27
Noyola,68335.41
Petri,68336.48
Goodyear,68334.34
Dineen,68338.61
Bernardi,68337.55
Berns,68339.68
Coolidge,68340.75
Dorfman,68342.89
Dittman,68341.82
Zeno,68343.96
Hauer,68346.09
Finlay,68345.02
Ziemba,68347.16
Spillane,68350.36
Kays,68349.29
Ekstrom,68348.23
Hile,68351.43
McKinstry,68352.49
Lesley,68355.69
